"No.","Time","Source","Destination","Protocol","Length","Info"
"31773","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31774","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31775","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31776","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31777","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31778","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31779","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31780","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31781","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31782","477.743414","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31783","477.745212","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31784","477.745765","192.168.1.7","36.92.238.140","QUIC","89","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31785","477.748096","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31786","477.749312","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31787","477.753075","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31788","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31789","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31790","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31791","477.759655","36.92.238.140","192.168.1.7","QUIC","79","Protected Payload (KP0)"
"31792","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31793","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31794","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31795","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31796","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31797","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31798","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31799","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31800","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31801","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31802","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31803","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31804","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31805","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31806","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31807","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31808","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31809","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31810","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31811","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31812","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31813","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31814","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31815","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31816","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31817","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31818","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31819","477.759655","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31820","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31821","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31822","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31823","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31824","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31825","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31826","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31827","477.760341","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31828","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31829","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31830","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31831","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31832","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31833","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31834","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31835","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31836","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31837","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31838","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31839","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31840","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31841","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31842","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31843","477.760688","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31844","477.760761","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31845","477.762051","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31846","477.764963","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31847","477.765843","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31848","477.770921","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31849","477.771594","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31850","477.772474","192.168.1.7","36.92.238.140","QUIC","75","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31851","477.774470","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31852","477.774470","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31853","477.774682","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31854","477.774682","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31855","477.774682","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31856","477.774682","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31857","477.774682","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31858","477.774682","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31859","477.774923","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31860","477.774923","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31861","477.774923","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31862","477.774923","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31863","477.774923","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31864","477.774923","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31865","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31866","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31867","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31868","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31869","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31870","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31871","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31872","477.775121","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31873","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31874","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31875","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31876","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31877","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31878","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31879","477.775342","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31880","477.776619","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31881","477.777188","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31882","477.777623","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31883","477.778039","192.168.1.7","36.92.238.140","QUIC","77","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31884","477.779081","192.168.1.7","36.92.238.140","QUIC","79","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31885","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31886","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31887","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31888","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31889","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31890","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31891","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31892","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31893","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31894","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31895","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31896","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31897","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31898","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31899","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31900","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31901","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31902","477.785596","36.92.238.140","192.168.1.7","QUIC","1290","Protected Payload (KP0)"
"31903","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31904","477.785596","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31905","477.785596","36.92.238.140","192.168.1.7","QUIC","1291","Protected Payload (KP0)"
"31906","477.790965","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31907","477.790965","36.92.238.140","192.168.1.7","QUIC","1290","Protected Payload (KP0)"
"31908","477.790965","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31909","477.821881","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31910","477.824379","192.168.1.7","36.92.238.140","QUIC","79","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31911","477.824914","192.168.1.7","36.92.238.140","QUIC","79","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31912","477.825198","192.168.1.7","36.92.238.140","QUIC","79","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31913","477.826065","192.168.1.7","36.92.238.140","QUIC","79","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31914","477.827140","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31915","477.828174","192.168.1.7","36.92.238.140","QUIC","79","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31916","477.835011","192.168.1.7","36.92.238.140","QUIC","81","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31917","477.835554","192.168.1.7","36.92.238.140","QUIC","81","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31918","477.835757","192.168.1.7","36.92.238.140","QUIC","81","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31919","477.836087","192.168.1.7","36.92.238.140","QUIC","81","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31920","477.836838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31921","477.836838","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31922","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31923","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31924","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31925","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31926","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31927","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31928","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31929","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31930","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31931","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31932","477.837064","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31933","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31934","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31935","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31936","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31937","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31938","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31939","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31940","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31941","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31942","477.837438","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31943","477.838869","192.168.1.7","36.92.238.140","QUIC","83","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31944","477.839416","192.168.1.7","36.92.238.140","QUIC","85","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31945","477.839671","192.168.1.7","36.92.238.140","QUIC","85","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31946","477.840092","192.168.1.7","36.92.238.140","QUIC","85","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31947","477.840525","192.168.1.7","36.92.238.140","QUIC","87","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31948","477.842724","192.168.1.7","36.92.238.140","QUIC","87","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31949","477.843092","192.168.1.7","36.92.238.140","QUIC","87","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31950","477.843545","192.168.1.7","36.92.238.140","QUIC","87","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31951","477.844628","192.168.1.7","36.92.238.140","QUIC","82","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"31952","477.852395","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31953","477.852395","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31954","477.852395","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31955","477.852395","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31956","477.852395","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31957","477.852395","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31958","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31959","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31960","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31961","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31962","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31963","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31964","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31965","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31966","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31967","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31968","477.852698","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31969","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31970","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31971","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31972","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31973","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31974","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31975","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31976","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31977","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31978","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31979","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31980","477.852980","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31981","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31982","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31983","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31984","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31985","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31986","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31987","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31988","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31989","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31990","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31991","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31992","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31993","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31994","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31995","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31996","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31997","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31998","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"31999","477.853382","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32000","477.854177","192.168.1.7","36.92.238.140","QUIC","82","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32001","477.857643","192.168.1.7","36.92.238.140","QUIC","82","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32002","477.858523","192.168.1.7","36.92.238.140","QUIC","82","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32003","477.860680","192.168.1.7","36.92.238.140","QUIC","82","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32004","477.862302","192.168.1.7","36.92.238.140","QUIC","82","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32005","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32006","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32007","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32008","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32009","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32010","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32011","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32012","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32013","477.868631","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32014","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32015","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32016","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32017","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32018","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32019","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32020","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32021","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32022","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32023","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32024","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32025","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32026","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32027","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32028","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32029","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32030","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32031","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32032","477.869026","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32033","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32034","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32035","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32036","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32037","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32038","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32039","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32040","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32041","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32042","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32043","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32044","477.869678","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32045","477.874557","192.168.1.7","36.92.238.140","QUIC","88","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32046","477.875496","192.168.1.7","36.92.238.140","QUIC","83","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32047","477.878149","192.168.1.7","36.92.238.140","QUIC","83","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32048","477.881928","192.168.1.7","36.92.238.140","QUIC","84","Protected Payload (KP0), DCID=5314f09b0d61d7a7"
"32049","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32050","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32051","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32052","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32053","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32054","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32055","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32056","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32057","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32058","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32059","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32060","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
"32061","477.885866","36.92.238.140","192.168.1.7","QUIC","1292","Protected Payload (KP0)"
